"Outcome","Week End","Age Group","Unvaccinated Rate","Vaccinated Rate","Boosted Rate","Crude Vaccinated Ratio","Crude Boosted Ratio","Age-Adjusted Unvaccinated Rate","Age-Adjusted Vaccinated Rate","Age-Adjusted Boosted Rate","Age-Adjusted Vaccinated Ratio","Age-Adjusted Boosted Ratio","Population Unvaccinated","Population Vaccinated","Population Boosted","Outcome Unvaccinated","Outcome Vaccinated","Outcome Boosted","Age Group Min","Age Group Max"
"Cases","12/11/2021","All","504.4","212.0","59.3","2.4","8.5","576.9","173.5","54.8","3.3","10.5","847,199","1,247,588","380,994","4,273","2,645","226","999","999"
"Cases","03/11/2023","50-64","213.6","70.8","87.9","3.0","2.4",,,,,,"33,710","125,621","246,881","72","89","217","50","64"
"Hospitalizations","08/21/2021","30-49","22.1","2.0",,"11.1",,,,,,,"249,126","508,434",,"55","10",,"30","49"
"Cases","03/04/2023","All","118.5","68.4","93.2","1.7","1.3","133.7","70.0","93.6","1.9","1.4","544,398","857,702","1,040,439","645","587","970","999","999"
"Cases","01/22/2022","All","654.1","448.4","372.4","1.5","1.8","718.0","444.5","316.5","1.6","2.3","724,665","989,128","733,279","4,740","4,435","2,731","999","999"
"Cases","09/25/2021","12-17","233.0","29.9",,"7.8",,,,,,,"69,960","90,234",,"163","27",,"12","17"
"Hospitalizations","09/16/2023","30-49","2.8","1.8","0.6","1.6","4.7",,,,,,"106,807","278,395","347,325","3","5","2","30","49"
"Cases","10/15/2022","65-79","126.4","112.9","113.7","1.1","1.1",,,,,,"43,523","43,397","171,429","55","49","195","65","79"
"Hospitalizations","01/15/2022","18-29","48.5","13.7","7.5","3.5","6.5",,,,,,"121,679","248,007","93,335","59","34","7","18","29"
"Hospitalizations","11/18/2023","80+","37.6","43.0","29.6","0.9","1.3",,,,,,"23,945","11,637","47,321","9","5","14","80","200"
"Hospitalizations","06/18/2022","12-17","2.7","4.3","0.0","0.6",,,,,,,"36,709","92,398","36,325","1","4","0","12","17"
"Hospitalizations","01/14/2023","5-11","1.1","1.2","0.0","0.9",,,,,,,"92,141","81,692","21,167","1","1","0","5","11"
"Cases","07/29/2023","18-29","35.2","10.7","16.7","3.3","2.1",,,,,,"73,789","214,134","161,712","26","23","27","18","29"
"Deaths","04/22/2023","5-11","0.0","0.0","0.0",,,,,,,,"90,975","82,623","21,231","0","0","0","5","11"
"Hospitalizations","01/22/2022","All","54.6","25.0","16.5","2.2","3.3","73.7","30.8","11.1","2.4","6.6","724,665","989,128","733,279","396","247","121","999","999"
"Cases","05/14/2022","12-17","624.0","322.3","498.7","1.9","1.3",,,,,,"37,341","94,014","34,086","233","303","170","12","17"
"Cases","01/07/2023","18-29","163.6","62.4","82.9","2.6","2.0",,,,,,"78,851","212,977","161,629","129","133","134","18","29"
"Cases","04/15/2023","30-49","69.4","32.7","40.9","2.1","1.7",,,,,,"109,559","278,257","347,286","76","91","142","30","49"
"Deaths","12/04/2021","65-79","23.7","2.7","0.0","8.8",,,,,,,"54,957","111,079","93,634","13","3","0","65","79"
"Cases","09/04/2021","50-64","252.3","66.1",,"3.8",,,,,,,"86,807","323,733",,"219","214",,"50","64"
"Cases","09/17/2022","50-64","188.6","93.5","122.9","2.0","1.5",,,,,,"39,763","125,132","246,490","75","117","303","50","64"
"Cases","06/03/2023","30-49","18.4","7.2","12.4","2.6","1.5",,,,,,"108,436","278,399","347,302","20","20","43","30","49"
"Cases","07/16/2022","12-17","146.4","103.7","171.4","1.4","0.9",,,,,,"36,204","90,674","38,517","53","94","66","12","17"
"Cases","05/20/2023","30-49","42.3","11.9","13.8","3.6","3.1",,,,,,"108,712","278,401","347,297","46","33","48","30","49"
"Hospitalizations","07/09/2022","12-17","2.7","1.1","0.0","2.5",,,,,,,"36,376","91,174","37,907","1","1","0","12","17"
"Deaths","08/27/2022","All","1.0","0.5","0.2","2.0","5.0","1.0","0.8","0.1","1.3","7.9","606,382","844,687","1,026,640","6","4","2","999","999"
"Cases","01/07/2023","50-64","274.0","91.7","136.1","3.0","2.0",,,,,,"34,669","125,434","246,821","95","115","336","50","64"
"Deaths","10/23/2021","65-79","13.3","1.7","0.0","7.8",,,,,,,"60,107","175,204","25,507","8","3","0","65","79"
"Cases","06/18/2022","80+","90.5","266.8","186.2","0.3","0.5",,,,,,"26,513","12,369","45,641","24","33","85","80","200"
"Hospitalizations","07/16/2022","All","13.5","6.3","11.0","2.1","1.2","16.8","8.7","7.7","1.9","2.2","623,694","859,285","1,001,233","84","54","110","999","999"
"Hospitalizations","09/03/2022","65-79","43.9","32.0","21.7","1.4","2.0",,,,,,"45,582","43,748","170,866","20","14","37","65","79"
"Hospitalizations","03/11/2023","65-79","32.5","18.4","15.7","1.8","2.1",,,,,,"40,003","43,418","171,704","13","8","27","65","79"
"Hospitalizations","08/26/2023","12-17","0.0","0.0","0.0",,,,,,,,"31,822","86,575","44,594","0","0","0","12","17"
"Deaths","07/08/2023","All","0.0","0.0","0.2",,"0.0","0.0","0.0","0.1",,"0.0","531,904","860,327","1,040,745","0","0","2","999","999"
"Cases","12/25/2021","12-17","1,718.4","970.8","625.8","1.8","2.7",,,,,,"55,052","108,573","799","946","1,054","5","12","17"
"Hospitalizations","05/13/2023","5-11","0.0","0.0","0.0",,,,,,,,"90,743","82,680","21,241","0","0","0","5","11"
"Deaths","04/23/2022","50-64","0.0","0.0","0.0",,,,,,,,"44,338","136,052","231,012","0","0","0","50","64"
"Cases","11/12/2022","18-29","200.5","70.2","77.4","2.9","2.6",,,,,,"82,776","212,328","161,549","166","149","125","18","29"
"Cases","02/25/2023","18-29","127.4","41.7","75.5","3.1","1.7",,,,,,"76,945","213,529","161,651","98","89","122","18","29"
"Hospitalizations","08/26/2023","80+","16.4","17.6","27.6","0.9","0.6",,,,,,"24,464","11,380","47,133","4","2","13","80","200"
"Hospitalizations","08/21/2021","All","15.3","3.4",,"4.5",,"21.7","2.6",,"8.3",,"1,093,280","1,437,082",,"167","49",,"999","999"
"Cases","10/15/2022","80+","105.4","263.8","178.5","0.4","0.6",,,,,,"25,625","11,373","47,058","27","30","84","80","200"
"Cases","04/22/2023","80+","65.0","96.6","108.2","0.7","0.6",,,,,,"24,605","11,384","47,127","16","11","51","80","200"
"Hospitalizations","08/06/2022","5-11","0.0","0.0","0.0",,,,,,,,"97,222","86,190","11,845","0","0","0","5","11"
"Cases","09/10/2022","80+","175.7","184.1","183.0","1.0","1.0",,,,,,"26,174","11,409","46,990","46","21","86","80","200"
"Deaths","07/29/2023","All","0.2","0.0","0.2",,"1.0","0.5","0.0","0.1",,"3.6","530,107","860,315","1,040,772","1","0","2","999","999"
"Hospitalizations","10/08/2022","50-64","31.1","3.2","7.7","9.7","4.0",,,,,,"38,636","125,178","246,593","12","4","19","50","64"
"Deaths","08/21/2021","All","1.7","0.3",,"5.7",,"2.5","0.2",,"11.6",,"1,093,280","1,437,082",,"19","4",,"999","999"
"Deaths","09/10/2022","All","0.8","0.5","0.3","1.6","2.7","0.7","0.8","0.2","0.8","3.8","602,393","841,160","1,033,881","5","4","3","999","999"
"Hospitalizations","10/30/2021","All","10.0","2.2","0.0","4.5",,"15.8","1.9","0.0","8.4",,"968,843","1,483,650","92,473","97","32","0","999","999"
"Cases","12/17/2022","65-79","263.9","179.9","223.7","1.5","1.2",,,,,,"40,932","43,361","171,648","108","78","384","65","79"
"Deaths","02/25/2023","18-29","0.0","0.0","0.0",,,,,,,,"76,945","213,529","161,651","0","0","0","18","29"
"Cases","01/28/2023","50-64","177.9","55.0","95.2","3.2","1.9",,,,,,"34,286","125,502","246,842","61","69","235","50","64"
"Deaths","03/05/2022","80+","14.7","34.3","7.1","0.4","2.1",,,,,,"27,168","14,574","42,437","4","5","3","80","200"
"Hospitalizations","03/12/2022","All","3.6","2.2","2.4","1.6","1.5","4.5","2.7","1.6","1.7","2.8","664,996","907,380","911,102","24","20","22","999","999"
"Hospitalizations","04/02/2022","18-29","2.0","0.0","0.7",,"2.9",,,,,,"98,738","219,958","146,325","2","0","1","18","29"
"Deaths","12/31/2022","All","0.9","0.4","0.4","2.3","2.3","1.0","0.7","0.3","1.4","3.7","555,407","853,931","1,040,154","5","3","4","999","999"
"Deaths","12/24/2022","All","0.5","0.1","1.0","5.0","0.5","0.9","0.3","0.7","3.0","1.3","556,867","853,365","1,040,060","3","1","10","999","999"
"Cases","07/17/2021","18-29","66.3","31.6",,"2.1",,,,,,,"218,646","272,102",,"145","86",,"18","29"
"Cases","08/19/2023","18-29","68.0","20.1","26.0","3.4","2.6",,,,,,"73,481","214,133","161,716","50","43","42","18","29"
"Cases","11/26/2022","30-49","178.3","70.8","106.6","2.5","1.7",,,,,,"115,507","276,843","347,102","206","196","370","30","49"
"Hospitalizations","01/07/2023","12-17","6.0","0.0","0.0",,,,,,,,"33,600","86,240","44,537","2","0","0","12","17"
"Deaths","04/17/2021","All","2.2","0.2",,"11.0",,"2.9","0.1",,"29.9",,"1,616,421","475,163",,"35","1",,"999","999"
"Deaths","09/24/2022","30-49","0.0","0.0","0.0",,,,,,,,"122,951","275,932","346,890","0","0","0","30","49"
"Hospitalizations","04/22/2023","All","4.8","1.7","4.0","2.8","1.2","6.9","3.2","3.1","2.2","2.2","538,932","859,890","1,040,601","26","15","42","999","999"
"Deaths","06/11/2022","5-11","0.0","0.0","0.0",,,,,,,,"100,172","93,140","2,658","0","0","0","5","11"
"Deaths","12/03/2022","5-11","0.0","0.0","0.0",,,,,,,,"92,929","81,116","21,117","0","0","0","5","11"
"Deaths","05/27/2023","18-29","0.0","0.0","0.0",,,,,,,,"74,841","214,134","161,693","0","0","0","18","29"
"Deaths","04/08/2023","0-4","0.0","0.0",,,,,,,,,"162,642",,,"0","0",,"0","4"
"Cases","12/17/2022","12-17","257.4","126.5","161.7","2.0","1.6",,,,,,"33,793","86,155","44,526","87","109","72","12","17"
"Deaths","09/09/2023","65-79","2.6","0.0","0.0",,,,,,,,"39,140","43,415","171,755","1","0","0","65","79"
"Hospitalizations","10/14/2023","50-64","12.7","4.0","2.8","3.2","4.5",,,,,,"31,377","125,742","247,106","4","5","7","50","64"
"Cases","06/26/2021","65-79","12.3","1.1",,"11.2",,,,,,,"73,343","186,066",,"9","2",,"65","79"
"Hospitalizations","04/17/2021","12-17","2.3",,,,,,,,,,"175,134",,,"4",,,"12","17"
"Deaths","05/14/2022","30-49","0.0","0.0","0.0",,,,,,,,"130,179","285,512","332,845","0","0","0","30","49"
"Cases","02/19/2022","50-64","146.1","43.6","48.9","3.4","3.0",,,,,,"47,217","148,975","212,791","69","65","104","50","64"
"Cases","05/13/2023","65-79","65.7","46.0","41.3","1.4","1.6",,,,,,"39,568","43,436","171,728","26","20","71","65","79"
"Hospitalizations","10/21/2023","All","4.6","2.0","5.9","2.3","0.8","5.4","2.8","4.0","2.0","1.4","517,086","861,860","1,042,471","24","17","62","999","999"
"Deaths","10/07/2023","0-4","0.0","0.0",,,,,,,,,"162,642",,,"0","0",,"0","4"
"Cases","07/15/2023","All","14.3","7.2","12.8","2.0","1.1","15.4","7.4","10.7","2.1","1.4","531,292","860,318","1,040,757","76","62","133","999","999"
"Hospitalizations","05/06/2023","80+","12.2","17.6","25.5","0.7","0.5",,,,,,"24,581","11,385","47,127","3","2","12","80","200"
"Hospitalizations","09/10/2022","5-11","2.1","0.0","11.3",,"0.2",,,,,,"95,349","82,126","17,689","2","0","2","5","11"
"Cases","05/08/2021","All","167.4","15.1",,"11.1",,"181.7","11.3",,"16.1",,"1,432,023","822,199",,"2,397","124",,"999","999"
"Cases","11/05/2022","12-17","145.6","73.3","80.9","2.0","1.8",,,,,,"34,344","85,986","44,495","50","63","36","12","17"
"Cases","07/17/2021","50-64","57.1","13.0",,"4.4",,,,,,,"105,017","308,063",,"60","40",,"50","64"
"Cases","06/10/2023","0-4","12.9","1.2",,"10.8",,,,,,,"162,642",,,"21","2",,"0","4"
"Hospitalizations","06/25/2022","50-64","28.5","16.1","7.9","1.8","3.6",,,,,,"42,094","130,098","239,606","12","21","19","50","64"
"Cases","01/01/2022","65-79","1,702.9","1,460.4","701.8","1.2","2.4",,,,,,"52,264","79,022","127,818","890","1,154","897","65","79"
"Deaths","07/22/2023","30-49","0.0","0.0","0.0",,,,,,,,"107,614","278,401","347,312","0","0","0","30","49"
"Cases","02/04/2023","All","129.3","72.4","84.6","1.8","1.5","143.3","72.7","89.2","2.0","1.6","548,376","856,091","1,040,343","709","620","880","999","999"
"Deaths","06/12/2021","30-49","1.0","0.0",,,,,,,,,"300,339","438,852",,"3","0",,"30","49"
"Hospitalizations","01/29/2022","18-29","17.9","2.6","4.4","6.9","4.1",,,,,,"111,576","231,646","114,102","20","6","5","18","29"
"Deaths","11/12/2022","All","0.0","0.4","0.3","0.0","0.0","0.0","0.7","0.2","0.0","0.0","570,386","848,167","1,039,564","0","3","3","999","999"
"Deaths","09/03/2022","12-17","0.0","0.0","0.0",,,,,,,,"35,274","86,333","43,599","0","0","0","12","17"
"Hospitalizations","07/15/2023","0-4","0.6","0.0",,,,,,,,,"162,642",,,"1","0",,"0","4"
"Cases","01/15/2022","0-4","865.7",,,,,,,,,,"162,642",,,"1,408",,,"0","4"
"Cases","04/08/2023","30-49","63.8","26.6","40.0","2.4","1.6",,,,,,"109,729","278,197","347,283","70","74","139","30","49"
"Hospitalizations","03/04/2023","18-29","3.9","2.8","0.6","1.4","6.5",,,,,,"76,784","213,571","161,659","3","6","1","18","29"
"Hospitalizations","07/03/2021","All","2.9","0.2",,"14.5",,"4.0","0.2",,"23.3",,"1,207,003","1,324,045",,"35","3",,"999","999"
"Deaths","07/08/2023","18-29","0.0","0.0","0.0",,,,,,,,"74,160","214,139","161,703","0","0","0","18","29"
"Hospitalizations","11/19/2022","18-29","7.3","3.3","1.9","2.2","3.8",,,,,,"82,036","212,422","161,555","6","7","3","18","29"
"Hospitalizations","11/06/2021","65-79","43.0","16.2","4.8","2.7","9.0",,,,,,"58,116","160,017","41,816","25","26","2","65","79"
"Deaths","11/26/2022","30-49","0.9","0.0","0.0",,,,,,,,"115,507","276,843","347,102","1","0","0","30","49"
"Hospitalizations","07/15/2023","12-17","0.0","0.0","0.0",,,,,,,,"32,190","86,577","44,590","0","0","0","12","17"
"Deaths","04/30/2022","50-64","0.0","0.7","0.0","0.0",,,,,,,"44,059","135,237","232,184","0","1","0","50","64"
"Hospitalizations","09/17/2022","50-64","17.6","4.8","4.9","3.7","3.6",,,,,,"39,763","125,132","246,490","7","6","12","50","64"
"Hospitalizations","08/20/2022","30-49","15.1","4.7","4.6","3.2","3.3",,,,,,"125,684","277,226","344,772","19","13","16","30","49"
"Hospitalizations","10/30/2021","50-64","49.7","1.2","0.0","41.4",,,,,,,"72,470","323,521","18,445","36","4","0","50","64"
"Hospitalizations","07/22/2023","80+","4.1","8.8","8.5","0.5","0.5",,,,,,"24,486","11,383","47,130","1","1","4","80","200"
"Deaths","07/08/2023","0-4","0.0","0.0",,,,,,,,,"162,642",,,"0","0",,"0","4"
"Cases","01/01/2022","30-49","3,171.7","2,009.5","1,294.1","1.6","2.5",,,,,,"168,393","380,138","202,387","5,341","7,639","2,619","30","49"
"Hospitalizations","10/01/2022","30-49","4.1","2.2","3.5","1.9","1.2",,,,,,"122,014","276,030","346,933","5","6","12","30","49"
"Hospitalizations","02/12/2022","18-29","7.6","1.4","1.5","5.4","5.1",,,,,,"105,504","222,132","129,112","8","3","2","18","29"
"Hospitalizations","11/25/2023","30-49","8.0","0.4","1.7","20.0","4.7",,,,,,"99,562","279,385","349,175","8","1","6","30","49"
"Deaths","04/08/2023","30-49","0.0","0.0","0.0",,,,,,,,"109,729","278,197","347,283","0","0","0","30","49"
"Hospitalizations","05/06/2023","50-64","15.1","0.8","1.2","18.9","12.6",,,,,,"33,091","125,743","246,908","5","1","3","50","64"
"Deaths","09/16/2023","12-17","0.0","0.0","0.0",,,,,,,,"31,696","86,574","44,597","0","0","0","12","17"
"Cases","09/04/2021","12-17","226.6","28.8",,"7.9",,,,,,,"75,470","79,801",,"171","23",,"12","17"
"Hospitalizations","07/15/2023","30-49","0.0","0.0","1.2",,"0.0",,,,,,"107,746","278,401","347,311","0","0","4","30","49"
"Hospitalizations","06/17/2023","50-64","6.1","1.6","1.2","3.8","5.1",,,,,,"32,757","125,738","246,922","2","2","3","50","64"
"Deaths","01/01/2022","50-64","24.6","3.9","0.7","6.3","35.1",,,,,,"56,937","206,986","147,279","14","8","1","50","64"
"Hospitalizations","07/17/2021","30-49","6.5","0.0",,,,,,,,,"277,043","487,172",,"18","0",,"30","49"
"Cases","06/25/2022","18-29","351.9","138.2","271.7","2.5","1.3",,,,,,"94,060","214,919","155,323","331","297","422","18","29"
"Hospitalizations","03/04/2023","12-17","3.0","0.0","0.0",,,,,,,,"33,129","86,403","44,558","1","0","0","12","17"
"Deaths","10/14/2023","All","0.0","0.1","0.1","0.0","0.0","0.0","0.3","0.1","0.0","0.0","519,565","861,107","1,041,683","0","1","1","999","999"
"Hospitalizations","09/17/2022","All","9.3","4.3","7.1","2.2","1.3","11.2","6.8","4.9","1.7","2.3","599,179","840,837","1,035,714","56","36","74","999","999"
"Hospitalizations","04/29/2023","50-64","15.1","4.8","2.4","3.1","6.3",,,,,,"33,180","125,733","246,904","5","6","6","50","64"
"Deaths","01/07/2023","18-29","0.0","0.0","0.0",,,,,,,,"78,851","212,977","161,629","0","0","0","18","29"
"Cases","04/02/2022","80+","18.5","36.0","30.0","0.5","0.6",,,,,,"27,040","13,879","43,312","5","5","13","80","200"
"Cases","04/03/2021","30-49","246.1","27.4",,"9.0",,,,,,,"506,745","105,885",,"1,247","29",,"30","49"
"Hospitalizations","02/26/2022","65-79","20.4","10.9","10.3","1.9","2.0",,,,,,"49,070","54,948","154,842","10","6","16","65","79"
"Cases","11/13/2021","All","228.4","96.0","23.6","2.4","9.7","253.0","78.4","21.1","3.2","12.0","918,456","1,426,503","169,151","2,098","1,370","40","999","999"
"Hospitalizations","12/25/2021","18-29","63.1","9.7","3.4","6.5","18.6",,,,,,"139,528","277,971","58,804","88","27","2","18","29"
"Cases","09/09/2023","30-49","64.6","28.4","38.9","2.3","1.7",,,,,,"106,855","278,397","347,322","69","79","135","30","49"
"Deaths","06/26/2021","18-29","0.0","0.0",,,,,,,,,"228,136","254,744",,"0","0",,"18","29"
"Hospitalizations","12/10/2022","65-79","75.3","64.6","32.0","1.2","2.4",,,,,,"41,147","43,350","171,635","31","28","55","65","79"
"Deaths","10/15/2022","30-49","0.0","0.0","0.0",,,,,,,,"119,967","276,252","346,982","0","0","0","30","49"
"Deaths","08/19/2023","0-4","0.0","0.0",,,,,,,,,"162,642",,,"0","0",,"0","4"
"Cases","02/12/2022","30-49","157.6","65.9","119.7","2.4","1.3",,,,,,"139,578","302,103","296,569","220","199","355","30","49"
"Cases","10/23/2021","18-29","136.5","53.6","17.9","2.5","7.6",,,,,,"167,788","313,263","5,594","229","168","1","18","29"
"Deaths","04/23/2022","30-49","0.0","0.0","0.0",,,,,,,,"131,359","287,869","329,404","0","0","0","30","49"
"Cases","06/10/2023","12-17","9.3","2.3","6.7","4.0","1.4",,,,,,"32,409","86,579","44,583","3","2","3","12","17"
"Hospitalizations","10/21/2023","65-79","20.9","11.4","12.8","1.8","1.6",,,,,,"38,192","43,745","172,021","8","5","22","65","79"
"Cases","11/20/2021","50-64","382.1","100.3","20.1","3.8","19.0",,,,,,"67,514","297,169","49,704","258","298","10","50","64"
"Deaths","10/07/2023","65-79","0.0","0.0","1.2",,"0.0",,,,,,"38,643","43,457","171,823","0","0","2","65","79"
"Deaths","03/25/2023","All","0.2","0.1","0.4","2.0","0.5","0.2","0.3","0.3","0.8","0.9","541,869","858,761","1,040,518","1","1","4","999","999"
"Hospitalizations","10/22/2022","50-64","37.1","6.4","9.3","5.8","4.0",,,,,,"37,697","125,220","246,635","14","8","23","50","64"
"Deaths","09/04/2021","65-79","12.3","1.5",,"8.2",,,,,,,"65,150","194,427",,"8","3",,"65","79"
"Deaths","06/26/2021","65-79","1.4","0.5",,"2.8",,,,,,,"73,343","186,066",,"1","1",,"65","79"
"Deaths","03/26/2022","All","0.5","0.4","0.1","1.3","5.0","0.7","0.8","0.1","0.9","12.7","659,972","904,268","925,908","3","4","1","999","999"
"Hospitalizations","10/02/2021","18-29","9.7","0.6",,"16.2",,,,,,,"175,617","307,962",,"17","2",,"18","29"
"Deaths","10/29/2022","50-64","0.0","0.0","0.4",,"0.0",,,,,,"37,238","125,235","246,658","0","0","1","50","64"
"Hospitalizations","04/08/2023","65-79","20.1","13.8","11.6","1.5","1.7",,,,,,"39,837","43,431","171,716","8","6","20","65","79"
"Deaths","06/04/2022","18-29","0.0","0.0","0.0",,,,,,,,"94,995","215,928","153,584","0","0","0","18","29"
"Deaths","10/22/2022","All","0.2","0.2","0.2","1.0","1.0","0.2","0.3","0.1","0.6","1.7","580,379","845,220","1,038,858","1","2","2","999","999"
"Cases","01/29/2022","All","381.9","232.4","215.3","1.6","1.8","410.0","234.2","184.4","1.8","2.2","707,592","954,511","779,977","2,702","2,218","1,679","999","999"
"Hospitalizations","07/03/2021","30-49","4.6","0.2",,"23.0",,,,,,,"284,806","473,790",,"13","1",,"30","49"
"Deaths","10/08/2022","12-17","0.0","0.0","0.0",,,,,,,,"34,773","85,834","44,443","0","0","0","12","17"
"Cases","03/18/2023","30-49","109.8","45.7","55.9","2.4","2.0",,,,,,"110,250","278,001","347,269","121","127","194","30","49"
"Cases","05/21/2022","65-79","220.1","175.6","231.6","1.3","1.0",,,,,,"47,243","48,398","164,100","104","85","380","65","79"
"Deaths","10/02/2021","65-79","16.1","1.6",,"10.1",,,,,,,"62,283","193,295",,"10","3",,"65","79"
"Cases","03/12/2022","5-11","44.8","49.8",,"0.9",,,,,,,"104,915","86,398",,"47","43",,"5","11"
"Cases","08/05/2023","12-17","18.7","4.6","9.0","4.1","2.1",,,,,,"32,022","86,577","44,592","6","4","4","12","17"
"Deaths","07/15/2023","80+","0.0","0.0","0.0",,,,,,,,"24,489","11,383","47,130","0","0","0","80","200"
"Hospitalizations","06/10/2023","18-29","0.0","0.5","0.0","0.0",,,,,,,"74,610","214,134","161,697","0","1","0","18","29"
"Deaths","03/11/2023","30-49","0.0","0.0","0.0",,,,,,,,"110,407","277,955","347,264","0","0","0","30","49"
"Cases","08/12/2023","0-4","36.9","0.6",,"61.5",,,,,,,"162,642",,,"60","1",,"0","4"
"Cases","02/04/2023","12-17","227.9","89.2","103.2","2.6","2.2",,,,,,"33,352","86,315","44,553","76","77","46","12","17"
"Deaths","05/20/2023","0-4","0.0","0.0",,,,,,,,,"162,642",,,"0","0",,"0","4"
"Deaths","07/02/2022","12-17","0.0","0.0","0.0",,,,,,,,"36,490","91,639","37,326","0","0","0","12","17"
"Hospitalizations","12/24/2022","30-49","15.0","3.6","4.6","4.2","3.3",,,,,,"113,497","277,193","347,177","17","10","16","30","49"
